GRIDCODE,ANN_DNI,longitude,latitude
84554655,3.6518575342,-84.54999999999998,46.54999999999998
84054655,3.8767940639,-84.04999999999998,46.55
70054655,3.8530648402,-70.05,46.54999999999999
69554655,3.9507527397,-69.54999999999998,46.55
69054655,3.9807625571,-69.04999999999998,46.54999999999999
68554655,4.2093034247,-68.55,46.54999999999999
68054655,4.043893379,-68.04999999999998,46.54999999999998
124054605,3.0545490868,-124.05,46.049999999999976
123554605,3.0397025114,-123.54999999999998,46.049999999999976
123054605,3.3314840183,-123.05,46.04999999999997
122554605,3.4246557078,-122.55,46.049999999999976
122054605,3.7039550228,-122.05,46.049999999999976
121554605,4.6991773973,-121.55,46.04999999999997
121054605,5.1209518265,-121.05,46.049999999999976
120554605,5.1470600457,-120.55,46.049999999999976
120054605,5.3678006849,-120.04999999999998,46.049999999999976
119554605,5.3943488584,-119.55,46.049999999999976
119054605,5.4271369863,-119.04999999999998,46.049999999999976
118554605,5.0763819635,-118.55,46.049999999999976
118054605,4.7300098174,-118.05,46.04999999999997
117554605,4.848147032,-117.55,46.049999999999976
117054605,4.9463365297,-117.05,46.04999999999997
116554605,5.1586687215,-116.54999999999998,46.049999999999976
116054605,4.776072831,-116.05,46.04999999999997
115554605,4.7554468037,-115.54999999999998,46.04999999999996
115054605,4.6283664384,-115.05,46.049999999999976
114554605,4.7127821918,-114.54999999999998,46.049999999999976
114054605,5.0518605023,-114.05,46.049999999999976
113554605,5.0526675799,-113.54999999999998,46.049999999999976
113054605,4.9521189498,-113.05,46.049999999999976
112554605,4.9811513699,-112.55,46.04999999999997
112054605,5.2544118721,-112.04999999999998,46.049999999999976
111554605,5.0552847032,-111.54999999999998,46.049999999999976
111054605,4.7231984018,-111.05,46.04999999999997
110554605,4.7561700913,-110.55,46.049999999999976
110054605,4.9961878995,-110.05,46.049999999999976
109554605,4.9891326484,-109.55,46.04999999999997
109054605,5.0529180365,-109.04999999999998,46.049999999999976
108554605,5.159926484,-108.55,46.049999999999976
108054605,5.1485363014,-108.04999999999998,46.049999999999976
107554605,5.0710452055,-107.54999999999998,46.049999999999976
107054605,5.104523516,-107.04999999999998,46.04999999999998
106554605,5.1139789954,-106.54999999999998,46.049999999999976
106054605,5.0606283105,-106.04999999999998,46.04999999999997
105554605,5.0256415525,-105.55,46.04999999999997
105054605,4.9314942922,-105.05,46.04999999999997
104554605,5.0562694064,-104.55,46.04999999999997
104054605,5.0719292237,-104.05,46.049999999999976
103554605,4.993646347,-103.55,46.04999999999997
103054605,4.9591577626,-103.04999999999998,46.049999999999976
102554605,4.9144607306,-102.54999999999998,46.049999999999976
102054605,4.8362938356,-102.04999999999998,46.049999999999976
101554605,4.788990411,-101.54999999999998,46.049999999999976
101054605,4.7117703196,-101.05,46.049999999999976
100554605,4.4471502283,-100.55,46.049999999999976
100054605,4.5013908676,-100.05,46.049999999999976
99554605,4.501989726,-99.55,46.04999999999996
99054605,4.525586758,-99.04999999999998,46.049999999999976
98554605,4.4329634703,-98.54999999999998,46.049999999999976
98054605,4.3655826484,-98.04999999999998,46.049999999999976
97554605,4.2730630137,-97.54999999999998,46.04999999999997
97054605,4.2393315068,-97.05,46.04999999999997
96554605,4.2451792237,-96.54999999999998,46.049999999999976
96054605,4.1782876712,-96.05,46.049999999999976
95554605,4.064766895,-95.54999999999998,46.049999999999976
95054605,4.151372831,-95.04999999999998,46.049999999999976
94554605,4.1630136986,-94.54999999999998,46.049999999999976
94054605,4.0182990868,-94.05,46.04999999999997
93554605,4.1507392694,-93.54999999999998,46.04999999999997
93054605,4.0053703196,-93.04999999999998,46.049999999999976
92554605,4.0245810502,-92.54999999999998,46.04999999999996
92054605,4.0804075342,-92.04999999999998,46.049999999999976
91554605,4.0193458904,-91.55,46.04999999999997
91054605,3.9832013699,-91.04999999999998,46.049999999999976
90554605,3.9810442922,-90.55,46.04999999999997
90054605,3.877833105,-90.05,46.04999999999997
89554605,3.9359490868,-89.54999999999998,46.049999999999976
89054605,3.9396684932,-89.04999999999998,46.04999999999998
88554605,3.92246621,-88.55,46.04999999999997
88054605,3.9693794521,-88.04999999999998,46.04999999999997
87554605,4.0043417808,-87.54999999999998,46.049999999999976
87054605,4.0354748858,-87.05,46.04999999999997
86554605,4.1004244292,-86.54999999999998,46.049999999999976
86054605,3.9438461187,-86.05,46.04999999999997
85554605,4.0668611872,-85.54999999999998,46.049999999999976
85054605,4.0123997717,-85.04999999999998,46.04999999999997
84554605,4.0702075342,-84.54999999999998,46.049999999999976
84054605,4.0690257991,-84.04999999999998,46.049999999999976
83554605,3.975093379,-83.54999999999998,46.04999999999997
70054605,3.8045146119,-70.04999999999998,46.04999999999997
69554605,4.0574239726,-69.54999999999998,46.049999999999976
69054605,4.0281374429,-69.05,46.049999999999955
68554605,4.0140456621,-68.55,46.049999999999976
68054605,4.0189125571,-68.04999999999998,46.049999999999976
124054555,3.236073516,-124.05,45.55000000000001
123554555,3.4358995434,-123.54999999999998,45.55000000000002
123054555,3.6195527397,-123.05,45.55000000000002
122554555,3.3230360731,-122.55,45.55000000000002
122054555,3.5405426941,-122.05,45.55000000000001
121554555,4.6031810502,-121.55,45.55000000000001
121054555,4.9526977169,-121.04999999999998,45.55000000000001
120554555,5.3024833333,-120.55,45.55000000000002
120054555,5.2771068493,-120.04999999999998,45.55000000000001
119554555,5.1314926941,-119.55,45.55000000000001
119054555,5.0833335616,-119.04999999999998,45.55000000000002
118554555,4.8747652968,-118.55,45.55000000000002
118054555,4.6264865297,-118.05,45.55000000000002
117554555,4.7392465753,-117.55,45.55000000000002
117054555,4.9917356164,-117.05,45.55000000000001
116554555,4.788796347,-116.54999999999998,45.55000000000001
116054555,5.0332310502,-116.05,45.55000000000002
115554555,4.9018175799,-115.54999999999998,45.55000000000001
115054555,4.9023098174,-115.05,45.55000000000001
114554555,5.0441388128,-114.54999999999998,45.550000000000004
114054555,5.0819582192,-114.05,45.55000000000002
113554555,4.5493369863,-113.54999999999998,45.55000000000001
113054555,5.157183105,-113.05,45.55000000000002
112554555,5.2071559361,-112.54999999999998,45.55000000000001
112054555,5.097163242,-112.04999999999998,45.55000000000001
111554555,5.0714091324,-111.55,45.55000000000001
111054555,4.7272915525,-111.04999999999998,45.55000000000002
110554555,4.748943379,-110.54999999999998,45.55000000000001
110054555,4.6650719178,-110.04999999999998,45.55000000000001
109554555,4.93545,-109.55,45.55000000000002
109054555,5.0243141552,-109.05,45.55000000000002
108554555,4.9878461187,-108.55,45.55000000000001
108054555,5.0402289954,-108.04999999999998,45.55000000000001
107554555,4.965253653,-107.54999999999998,45.550000000000004
107054555,4.9723641553,-107.04999999999998,45.55000000000002
106554555,5.2279803653,-106.54999999999998,45.55000000000001
106054555,5.1271819635,-106.04999999999998,45.55000000000001
105554555,5.121027169,-105.54999999999998,45.55000000000002
105054555,5.036463242,-105.05,45.55000000000002
104554555,5.1285833333,-104.54999999999998,45.55000000000001
104054555,5.2108547945,-104.05,45.55000000000002
103554555,5.1104358447,-103.54999999999998,45.55000000000001
103054555,5.0940159817,-103.04999999999998,45.55000000000001
102554555,4.9775047945,-102.54999999999998,45.55000000000001
102054555,4.9334315068,-102.04999999999998,45.55000000000001
101554555,4.9404155251,-101.55,45.55000000000002
101054555,4.8099054795,-101.04999999999998,45.55000000000001
100554555,4.7491757991,-100.55,45.55000000000002
100054555,4.5798792237,-100.04999999999998,45.55000000000001
99554555,4.6407589041,-99.55,45.55000000000001
99054555,4.5615858447,-99.04999999999998,45.55000000000002
98554555,4.4513812785,-98.54999999999998,45.55000000000001
98054555,4.3485863014,-98.04999999999998,45.55000000000001
97554555,4.2174908676,-97.54999999999998,45.55000000000002
97054555,4.1342054795,-97.04999999999998,45.55000000000001
96554555,4.2788077626,-96.54999999999998,45.55000000000001
96054555,4.2210267123,-96.05,45.55000000000002
95554555,4.1631705479,-95.54999999999998,45.55000000000001
95054555,4.1155289954,-95.04999999999998,45.55000000000001
94554555,4.1418942922,-94.54999999999998,45.55000000000002
94054555,4.0418111872,-94.04999999999998,45.55000000000001
93554555,4.1107392694,-93.54999999999998,45.55000000000001
93054555,4.0966942922,-93.04999999999998,45.55000000000001
92554555,3.9546968037,-92.54999999999998,45.55000000000002
92054555,3.9206223744,-92.04999999999998,45.55000000000001
91554555,3.9284760274,-91.55,45.55000000000002
91054555,3.9437666667,-91.04999999999998,45.55000000000001
90554555,3.9162253425,-90.54999999999998,45.55000000000001
90054555,4.0047906393,-90.05,45.550000000000004
89554555,3.9468157534,-89.55,45.55000000000002
89054555,3.9347922374,-89.04999999999998,45.55000000000002
88554555,4.1084390411,-88.54999999999998,45.55000000000001
88054555,4.112710274,-88.04999999999998,45.550000000000004
87554555,3.9693840183,-87.54999999999998,45.55000000000001
87054555,4.04935,-87.05,45.55000000000002
86554555,4.1018716895,-86.55,45.55000000000002
86054555,3.9474442922,-86.04999999999998,45.55000000000001
85554555,3.7704993151,-85.54999999999998,45.55000000000002
85054555,3.6335824201,-85.04999999999998,45.55000000000001
84554555,3.8146239726,-84.54999999999998,45.55000000000001
84054555,3.7642616438,-84.05,45.55000000000002
83554555,3.8800477169,-83.54999999999998,45.550000000000004
70554555,3.5159089041,-70.55,45.55000000000002
70054555,3.833027169,-70.04999999999998,45.55000000000001
69554555,3.4946063927,-69.55,45.55000000000002
69054555,3.985653653,-69.05,45.55000000000001
68554555,4.0799997717,-68.54999999999998,45.55000000000001
68054555,4.01333379,-68.05,45.55000000000001
67554555,3.8814445205,-67.55,45.55000000000002
