highway,longitude,latitude
crossing,-0.100738,51.4956606
crossing,-0.1007265,51.4935629
crossing,-0.1444388,51.5171027
traffic_signals,-0.1432763,51.5111499
traffic_signals,-0.1444597,51.5123032
traffic_signals,-0.1361711,51.5098718
traffic_signals,-0.1400988,51.5020419
traffic_signals,-0.1408653,51.5001929
crossing,-0.1408288,51.5004242
crossing,-0.1405376,51.5009786
crossing,-0.1419356,51.5022029
traffic_signals,-0.1431237,51.4991261
traffic_signals,-0.1412764,51.4918291
crossing,-0.1078329,51.5175858
traffic_signals,-0.1020692,51.5225292
traffic_signals,-0.0985242,51.5233095
traffic_signals,-0.0803217,51.524348
traffic_signals,-0.0880296,51.5266842
traffic_signals,-0.1041687,51.5351411
traffic_signals,-0.0810866,51.5392554
traffic_signals,-0.0462243,51.5218176
crossing,-0.0884908,51.5059681
traffic_signals,-0.0896201,51.5050866
traffic_signals,-0.1191781,51.5177057
traffic_signals,-0.1138032,51.5182573
crossing,-0.1193746,51.5308379
traffic_signals,-0.1418345,51.5427364
traffic_signals,-0.1467529,51.5360908
traffic_signals,-0.1461901,51.5368354
crossing,-0.1630905,51.5265645
traffic_signals,-0.1129121,51.5263749
crossing,-0.1525103,51.5030333
traffic_signals,-0.1239796,51.5093363
crossing,-0.1312575,51.5075834
traffic_signals,-0.17343,51.4821517
traffic_signals,-0.1815397,51.4816725
traffic_signals,-0.1613094,51.5017576
traffic_signals,-0.09303,51.5107973
crossing,-0.0997408,51.5056267
crossing,-0.1113433,51.5057204
traffic_signals,-0.1127346,51.5216568
traffic_signals,-0.1297493,51.4991747
traffic_signals,-0.1441251,51.4909854
traffic_signals,-0.1544018,51.5103397
crossing,-0.1577911,51.5108762
traffic_signals,-0.130842,51.5273553
crossing,-0.0983065,51.523348
traffic_signals,-0.0876681,51.5192568
crossing,-0.0781798,51.514419
traffic_signals,-0.0835633,51.5163762
crossing,-0.0656604,51.5176847
crossing,-0.0265525,51.5091566
traffic_signals,-0.0391893,51.5117961
traffic_signals,-0.1426145,51.5389346
traffic_signals,-0.1398645,51.5405083
traffic_signals,-0.1380152,51.5383635
crossing,-0.1366989,51.5368118
crossing,-0.1411003,51.5371711
traffic_signals,-0.1442214,51.540743
traffic_signals,-0.1223253,51.5350028
traffic_signals,-0.1354519,51.5352407
traffic_signals,-0.1781475,51.5257445
traffic_signals,-0.1481041,51.5178611
traffic_signals,-0.1911656,51.4907942
crossing,-0.1832617,51.4811917
crossing,-0.1854193,51.4833347
traffic_signals,-0.1730362,51.4858048
traffic_signals,-0.1754433,51.4894836
crossing,-0.0769784,51.534529
traffic_signals,-0.108427,51.5268681
traffic_signals,-0.1386348,51.5290828
traffic_signals,-0.0843469,51.5431277
traffic_signals,-0.1125102,51.4704235
traffic_signals,-0.1386213,51.5264907
traffic_signals,-0.057058,51.5379547
crossing,-0.1047966,51.5114132
traffic_signals,-0.1411994,51.5166636
traffic_signals,-0.1842797,51.5307009
traffic_signals,-0.1821679,51.5361776
traffic_signals,-0.1698347,51.5196787
traffic_signals,-0.1784056,51.525949
crossing,-0.1595169,51.5145425
traffic_signals,-0.1786262,51.5139054
traffic_signals,-0.1642578,51.5160149
traffic_signals,-0.1857439,51.5103563
traffic_signals,-0.0652036,51.4922582
crossing,-0.076265,51.4903282
traffic_signals,-0.0753087,51.4913606
crossing,-0.0736365,51.4932213
traffic_signals,-0.0955802,51.4998927
traffic_signals,-0.0969407,51.4991103
traffic_signals,-0.0824799,51.5024053
crossing,-0.0985933,51.5009045
traffic_signals,-0.1830468,51.4907604
traffic_signals,-0.178632,51.4938478
traffic_signals,-0.1688762,51.4937031
traffic_signals,-0.1635892,51.4970624
traffic_signals,-0.1354206,51.4720725
traffic_signals,-0.1124417,51.4987739
crossing,-0.1114457,51.4964701
crossing,-0.107695,51.4973861
crossing,-0.1035255,51.4977073
crossing,-0.1046376,51.4960794
crossing,-0.1046182,51.5009459
traffic_signals,-0.1094748,51.5023492
traffic_signals,-0.1045359,51.5037006
traffic_signals,-0.0960653,51.5029414
traffic_signals,-0.0684993,51.5108071
traffic_signals,-0.0706588,51.5139016
traffic_signals,-0.1763628,51.5151787
crossing,-0.1359571,51.5439517
traffic_signals,-0.1385569,51.522201
traffic_signals,-0.1052259,51.5299584
traffic_signals,-0.0498557,51.4974202
traffic_signals,-0.0447018,51.4918096
traffic_signals,-0.0536559,51.4846155
traffic_signals,-0.0844263,51.5051154
traffic_signals,-0.1323773,51.511814
crossing,-0.1214503,51.5104371
crossing,-0.1373585,51.5167429
traffic_signals,-0.1368231,51.515865
traffic_signals,-0.1391714,51.5180469
crossing,-0.132826,51.5191536
traffic_signals,-0.1447691,51.5160336
traffic_signals,-0.0897181,51.5147718
traffic_signals,-0.0921149,51.5150918
crossing,-0.0863106,51.514089
traffic_signals,-0.1157973,51.5294693
traffic_signals,-0.1042835,51.5351888
traffic_signals,-0.1239204,51.4826333
traffic_signals,-0.1227191,51.4745791
crossing,-0.1232123,51.4843746
traffic_signals,-0.0804025,51.5269894
traffic_signals,-0.1625715,51.4728015
crossing,-0.1560453,51.474343
traffic_signals,-0.1482618,51.476375
traffic_signals,-0.1332601,51.47361
traffic_signals,-0.1711466,51.5357685
traffic_signals,-0.1742417,51.5343749
crossing,-0.1232431,51.5207708
traffic_signals,-0.1803079,51.5014552
traffic_signals,-0.170226,51.5019045
traffic_signals,-0.1589699,51.4971953
crossing,-0.0657989,51.4871452
traffic_signals,-0.0964989,51.4895778
traffic_signals,-0.0944873,51.4823117
traffic_signals,-0.0938147,51.4851496
traffic_signals,-0.0894365,51.5052133
traffic_signals,-0.0956383,51.504916
traffic_signals,-0.0739552,51.4868805
crossing,-0.0722085,51.4862185
crossing,-0.0630927,51.4826793
crossing,-0.0368167,51.5274564
crossing,-0.1242038,51.5299665
crossing,-0.1609216,51.5122925
traffic_signals,-0.0230859,51.5185059
traffic_signals,-0.0324869,51.5324887
traffic_signals,-0.0563961,51.520094
traffic_signals,-0.05483,51.4788459
traffic_signals,-0.0527299,51.4729634
traffic_signals,-0.0468963,51.4752757
crossing,-0.0702375,51.4776124
crossing,-0.0676149,51.479782
traffic_signals,-0.0684813,51.4781958
traffic_signals,-0.1053019,51.5185336
crossing,-0.0685865,51.514996
crossing,-0.0590203,51.5270821
traffic_signals,-0.1790746,51.4870791
traffic_signals,-0.1477997,51.4925121
traffic_signals,-0.1471591,51.4960704
crossing,-0.1372814,51.4852374
traffic_signals,-0.1399398,51.4922249
traffic_signals,-0.13807,51.4927786
crossing,-0.1382695,51.488154
crossing,-0.0983427,51.5119278
crossing,-0.0940654,51.5122677
traffic_signals,-0.093643,51.517535
traffic_signals,-0.088288,51.5098058
traffic_signals,-0.1840313,51.501735
crossing,-0.1522294,51.5029078
traffic_signals,-0.1734479,51.4951825
traffic_signals,-0.1934312,51.5264445
crossing,-0.0974339,51.5149729
crossing,-0.0986421,51.5155527
traffic_signals,-0.1467476,51.4941245
crossing,-0.1328352,51.4889488
traffic_signals,-0.1757626,51.484471
traffic_signals,-0.1308038,51.4893255
crossing,-0.1312318,51.4755523
crossing,-0.1145401,51.5042231
traffic_signals,-0.1043284,51.5071208
crossing,-0.1056961,51.5197922
traffic_signals,-0.1120973,51.4874823
traffic_signals,-0.1054083,51.4791783
crossing,-0.0853871,51.4783632
traffic_signals,-0.0814864,51.5135024
traffic_signals,-0.1258407,51.5170477
traffic_signals,-0.1498652,51.5111819
traffic_signals,-0.1478052,51.5115972
traffic_signals,-0.1285481,51.5156023
traffic_signals,-0.1266793,51.5156694
traffic_signals,-0.0815973,51.5208744
crossing,-0.139091,51.534495
traffic_signals,-0.1396925,51.4910854
traffic_signals,-0.1393183,51.490909
traffic_signals,-0.1014183,51.5036979
traffic_signals,-0.0967303,51.4992322
traffic_signals,-0.0930091,51.5108542
traffic_signals,-0.0882733,51.5098416
traffic_signals,-0.0867334,51.5107464
traffic_signals,-0.1554457,51.5125798
traffic_signals,-0.1548926,51.5114143
traffic_signals,-0.1517909,51.5095358
traffic_signals,-0.1538331,51.5091542
traffic_signals,-0.1482845,51.5126621
traffic_signals,-0.1442049,51.5090201
traffic_signals,-0.1434986,51.5064325
traffic_signals,-0.150985,51.5078058
traffic_signals,-0.1562899,51.5099729
traffic_signals,-0.0863828,51.5095801
traffic_signals,-0.1326452,51.490163
traffic_signals,-0.1328495,51.4860185
traffic_signals,-0.1120531,51.5110428
traffic_signals,-0.1958329,51.5174507
traffic_signals,-0.1007917,51.5058989
traffic_signals,-0.1190897,51.5157155
traffic_signals,-0.1123607,51.4984391
crossing,-0.1170887,51.4988113
crossing,-0.1525572,51.5140241
crossing,-0.0887141,51.5056177
crossing,-0.107733,51.5142051
crossing,-0.1250354,51.5087885
traffic_signals,-0.0874487,51.5199223
crossing,-0.0864938,51.4788162
traffic_signals,-0.15113,51.5229103
crossing,-0.1420715,51.5152938
crossing,-0.1009451,51.5189627
traffic_signals,-0.1549028,51.516342
traffic_signals,-0.1375155,51.5186637
traffic_signals,-0.1225465,51.506568
traffic_signals,-0.138629,51.5271714
crossing,-0.1407967,51.5285036
crossing,-0.1158152,51.5006349
traffic_signals,-0.1440054,51.5234994
traffic_signals,-0.1257004,51.4975631
traffic_signals,-0.0970633,51.5201153
traffic_signals,-0.1384098,51.5343576
traffic_signals,-0.1828132,51.5105748
traffic_signals,-0.1882177,51.5154255
traffic_signals,-0.1877631,51.5137864
traffic_signals,-0.1784033,51.4920022
crossing,-0.1747003,51.4942313
traffic_signals,-0.168971,51.4935264
traffic_signals,-0.1232861,51.4772627
traffic_signals,-0.0727642,51.5102774
traffic_signals,-0.0954795,51.487735
traffic_signals,-0.1123995,51.4767863
traffic_signals,-0.1068149,51.4776986
crossing,-0.0941298,51.4790009
crossing,-0.1280059,51.5074339
crossing,-0.1282287,51.5075102
traffic_signals,-0.1263453,51.5162859
crossing,-0.1045516,51.5311404
traffic_signals,-0.1058606,51.5306757
traffic_signals,-0.1835653,51.5171314
traffic_signals,-0.0955625,51.4879242
traffic_signals,-0.1842578,51.4841136
crossing,-0.1627606,51.5129829
crossing,-0.1857156,51.4803021
traffic_signals,-0.0255234,51.5097537
crossing,-0.0782702,51.51446
traffic_signals,-0.1384685,51.4882488
traffic_signals,-0.1312593,51.5056791
crossing,-0.1333798,51.5354732
crossing,-0.0912563,51.4941079
crossing,-0.077178,51.5306934
crossing,-0.0745063,51.5004801
traffic_signals,-0.1170709,51.4773979
crossing,-0.1232435,51.4842212
traffic_signals,-0.1068493,51.5221757
traffic_signals,-0.098059,51.4919313
crossing,-0.1176639,51.5007865
crossing,-0.072229,51.4998779
crossing,-0.0780949,51.5012414
traffic_signals,-0.0625002,51.518476
crossing,-0.0639343,51.5314748
crossing,-0.0563633,51.5307291
crossing,-0.0716126,51.5150158
crossing,-0.0535182,51.5142265
crossing,-0.1733443,51.4820533
crossing,-0.1499465,51.4856372
crossing,-0.1456059,51.4857086
crossing,-0.1523737,51.5365995
traffic_signals,-0.1546136,51.5373294
crossing,-0.1930132,51.4921779
crossing,-0.0803779,51.5175833
traffic_signals,-0.0790286,51.5202498
traffic_signals,-0.0930228,51.4720428
traffic_signals,-0.1384845,51.5345249
traffic_signals,-0.1369012,51.5331483
traffic_signals,-0.0745656,51.50973
traffic_signals,-0.0255866,51.5380406
crossing,-0.1067236,51.4968887
crossing,-0.0832388,51.504524
crossing,-0.1361517,51.5038483
traffic_signals,-0.171446,51.5262037
traffic_signals,-0.1249727,51.5402438
traffic_signals,-0.1675661,51.48352
traffic_signals,-0.0943655,51.4808746
crossing,-0.0348189,51.5184188
crossing,-0.0553625,51.526302
traffic_signals,-0.1092421,51.4982208
crossing,-0.0454428,51.491648
crossing,-0.0740307,51.4929459
crossing,-0.0623165,51.4868618
traffic_signals,-0.0540735,51.4857553
traffic_signals,-0.1029847,51.4912884
crossing,-0.0740563,51.4828705
traffic_signals,-0.0829619,51.4737583
traffic_signals,-0.0938039,51.4762709
crossing,-0.1235444,51.4864129
crossing,-0.1265399,51.4845626
traffic_signals,-0.1261478,51.4844134
crossing,-0.128299,51.4846572
crossing,-0.1416996,51.4796666
traffic_signals,-0.1490512,51.4807647
crossing,-0.1385005,51.4809133
crossing,-0.1396201,51.4801407
crossing,-0.1248203,51.4842438
traffic_signals,-0.110471,51.4811992
crossing,-0.1108605,51.4811945
traffic_signals,-0.1185796,51.4849366
traffic_signals,-0.0685176,51.5108545
traffic_signals,-0.1565818,51.5099238
traffic_signals,-0.1563805,51.5100465
traffic_signals,-0.1522248,51.5064514
traffic_signals,-0.1521537,51.5064072
traffic_signals,-0.1524546,51.5028369
crossing,-0.0611235,51.5188486
traffic_signals,-0.1256781,51.5435387
crossing,-0.1140636,51.5044869
traffic_signals,-0.1238822,51.5260564
traffic_signals,-0.1359014,51.5222447
crossing,-0.1186074,51.50082
crossing,-0.1186132,51.5007334
traffic_signals,-0.1059956,51.4986001
traffic_signals,-0.1612806,51.5123215
traffic_signals,-0.1269537,51.5338319
traffic_signals,-0.1887037,51.5195822
traffic_signals,-0.1746194,51.5434795
crossing,-0.1747871,51.5434008
crossing,-0.1749783,51.5434393
traffic_signals,-0.174863,51.5432672
crossing,-0.1748085,51.5432799
traffic_signals,-0.0420004,51.5105373
crossing,-0.1414616,51.4946489
crossing,-0.1416692,51.494856
crossing,-0.1871694,51.5102608
crossing,-0.0847035,51.505238
traffic_signals,-0.1672268,51.4833488
crossing,-0.0792981,51.5191409
crossing,-0.0897792,51.5440974
crossing,-0.0894448,51.5174835
traffic_signals,-0.0310361,51.5446831
crossing,-0.0312726,51.5446712
crossing,-0.0917801,51.5426978
crossing,-0.0827351,51.5151058
crossing,-0.1050977,51.5343372
crossing,-0.1050015,51.5343053
crossing,-0.1571416,51.5110713
crossing,-0.0940061,51.5174565
crossing,-0.1274409,51.5071183
crossing,-0.128056,51.5071433
crossing,-0.1279399,51.5070791
crossing,-0.1282594,51.5073944
crossing,-0.1270838,51.5073141
crossing,-0.1274017,51.5076666
traffic_signals,-0.1271163,51.5076222
crossing,-0.12716,51.5075795
traffic_signals,-0.149176,51.4815519
crossing,-0.1415937,51.4796148
crossing,-0.1282059,51.4796825
crossing,-0.0967668,51.4945535
crossing,-0.096734,51.4946133
crossing,-0.1112938,51.4881317
crossing,-0.1114942,51.4881226
crossing,-0.1109821,51.4887524
traffic_signals,-0.111978,51.5020107
traffic_signals,-0.1443247,51.5284971
traffic_signals,-0.1828745,51.4948412
traffic_signals,-0.1044181,51.5108642
crossing,-0.0723074,51.4998276
traffic_signals,-0.0606682,51.498544
crossing,-0.0257231,51.4961762
crossing,-0.0477467,51.5032413
crossing,-0.0516284,51.5008533
traffic_signals,-0.0831465,51.5046161
crossing,-0.1660564,51.4983108
crossing,-0.063101,51.4825554
crossing,-0.0851713,51.4937794
crossing,-0.0852653,51.4940022
crossing,-0.1177577,51.4866286
traffic_signals,-0.0753693,51.4912827
crossing,-0.1191486,51.5111398
crossing,-0.1190266,51.5111774
crossing,-0.1189308,51.5113597
traffic_signals,-0.1179792,51.5130033
crossing,-0.1162844,51.5207686
crossing,-0.1189673,51.517691
crossing,-0.1315444,51.5121643
crossing,-0.1059966,51.5222511
crossing,-0.0450237,51.4918616
traffic_signals,-0.0610025,51.5110743
crossing,-0.0756486,51.5001844
crossing,-0.0762831,51.4977423
crossing,-0.178209,51.4803251
crossing,-0.0753596,51.4898788
traffic_signals,-0.1029886,51.4955353
traffic_signals,-0.0916262,51.4992188
traffic_signals,-0.1227694,51.4746872
crossing,-0.1410573,51.5242395
traffic_signals,-0.1382953,51.5254511
crossing,-0.0880005,51.5060968
crossing,-0.0867383,51.5048463
crossing,-0.1433644,51.5238982
traffic_signals,-0.1443569,51.5240997
traffic_signals,-0.143651,51.5240211
traffic_signals,-0.1439956,51.5239594
crossing,-0.1436149,51.5239192
crossing,-0.1386319,51.5282658
crossing,-0.1398564,51.5359806
crossing,-0.1384746,51.5265139
crossing,-0.1314761,51.5277875
crossing,-0.1315509,51.5278574
crossing,-0.1308923,51.5274029
traffic_signals,-0.1585359,51.5243734
crossing,-0.0754254,51.5139801
traffic_signals,-0.1616424,51.5256145
crossing,-0.1613105,51.5256409
traffic_signals,-0.1613138,51.525754
crossing,-0.1711472,51.5260755
traffic_signals,-0.0879831,51.5268104
crossing,-0.1855794,51.51037
crossing,-0.1803381,51.5109311
crossing,-0.1006133,51.5372743
traffic_signals,-0.1479678,51.5236554
traffic_signals,-0.1761538,51.5363014
crossing,-0.1752035,51.5415354
crossing,-0.1751288,51.54181
crossing,-0.1684152,51.535373
crossing,-0.0804893,51.5156993
crossing,-0.0793196,51.5157183
crossing,-0.0326748,51.5446805
crossing,-0.0382764,51.5288059
traffic_signals,-0.0353851,51.5260443
crossing,-0.1083548,51.4858261
crossing,-0.1296553,51.48878
crossing,-0.134083,51.5203819
crossing,-0.1021626,51.5362572
traffic_signals,-0.113861,51.5313867
crossing,-0.1293015,51.5082793
crossing,-0.1046693,51.498963
traffic_signals,-0.0808262,51.4775507
traffic_signals,-0.1360054,51.525464
traffic_signals,-0.1037617,51.5357346
traffic_signals,-0.1573745,51.517107
traffic_signals,-0.0973979,51.5298838
crossing,-0.1951386,51.4941562
crossing,-0.1585549,51.5126711
crossing,-0.17606,51.5115943
crossing,-0.104266,51.5110127
traffic_signals,-0.0834463,51.5047298
traffic_signals,-0.0778634,51.5271734
crossing,-0.0973889,51.5151911
crossing,-0.0780237,51.5149019
traffic_signals,-0.0777411,51.5270432
crossing,-0.0857626,51.5261623
crossing,-0.0858107,51.5260373
crossing,-0.1220501,51.4860953
crossing,-0.1408722,51.5385171
traffic_signals,-0.1227002,51.5172774
traffic_signals,-0.1148341,51.5128497
traffic_signals,-0.1260162,51.4910216
crossing,-0.0811496,51.5038607
crossing,-0.1414977,51.5448979
traffic_signals,-0.1039239,51.5118847
crossing,-0.1156653,51.5007048
traffic_signals,-0.1207566,51.4945423
traffic_signals,-0.1204497,51.4943019
traffic_signals,-0.1210336,51.4943196
traffic_signals,-0.1212536,51.4943298
traffic_signals,-0.1210299,51.4943428
crossing,-0.1297462,51.4885531
traffic_signals,-0.1209844,51.5309414
crossing,-0.1188417,51.5335299
,-0.1187024,51.5334705
crossing,-0.1242244,51.5298011
traffic_signals,-0.123611,51.5301007
traffic_signals,-0.1222509,51.530605
crossing,-0.122153,51.530769
traffic_signals,-0.1226479,51.5306662
crossing,-0.0255463,51.5381285
crossing,-0.0283402,51.5265241
crossing,-0.1409111,51.5400696
crossing,-0.1097427,51.484633
crossing,-0.1235942,51.479136
crossing,-0.0755411,51.5213484
traffic_signals,-0.0326059,51.4758443
traffic_signals,-0.0264268,51.4749817
traffic_signals,-0.0329449,51.4758648
crossing,-0.0260584,51.4814407
crossing,-0.1298451,51.4887214
crossing,-0.0244289,51.5088064
crossing,-0.0264682,51.5091228
traffic_signals,-0.1492073,51.5429536
crossing,-0.1188947,51.511631
traffic_signals,-0.1175232,51.5133795
traffic_signals,-0.1196821,51.5163453
crossing,-0.1228279,51.5172161
crossing,-0.1290907,51.543264
crossing,-0.149893,51.5112415
traffic_signals,-0.074212,51.5238344
traffic_signals,-0.1020438,51.5121408
crossing,-0.0798292,51.5153107
crossing,-0.0657332,51.531284
crossing,-0.1762041,51.5198974
traffic_signals,-0.1802372,51.5180421
crossing,-0.1689349,51.5193141
traffic_signals,-0.1602882,51.5134204
crossing,-0.1601841,51.5133617
crossing,-0.1605047,51.5133777
traffic_signals,-0.161407,51.5129184
crossing,-0.161656,51.5129588
crossing,-0.1609238,51.5124125
crossing,-0.1740956,51.5121538
crossing,-0.1740109,51.5119101
crossing,-0.1743284,51.5120086
crossing,-0.0421662,51.5112643
traffic_signals,-0.159574,51.5215694
crossing,-0.116696,51.5001754
crossing,-0.0375492,51.478382
crossing,-0.0256948,51.5031845
crossing,-0.1291414,51.4888116
crossing,-0.1296455,51.4884435
crossing,-0.1374698,51.4852027
crossing,-0.1218844,51.5071892
crossing,-0.0882548,51.5062359
crossing,-0.1885468,51.5195818
traffic_signals,-0.0497404,51.4974957
crossing,-0.1395304,51.5022787
traffic_signals,-0.1273873,51.5009846
traffic_signals,-0.1061447,51.5330618
crossing,-0.0853816,51.5203268
crossing,-0.0571356,51.5381057
crossing,-0.0569554,51.538062
traffic_signals,-0.0569071,51.5379565
crossing,-0.0894814,51.5174094
crossing,-0.1288441,51.5074604
traffic_signals,-0.1212813,51.4943783
crossing,-0.0316896,51.5123717
traffic_signals,-0.0234062,51.5275573
traffic_signals,-0.0762826,51.5423565
crossing,-0.0774536,51.502471
traffic_signals,-0.1165024,51.4868356
traffic_signals,-0.1416199,51.5176012
crossing,-0.1401473,51.5178607
crossing,-0.0778549,51.4890046
crossing,-0.0780132,51.488888
traffic_signals,-0.0785816,51.5095388
traffic_signals,-0.0739164,51.5090426
crossing,-0.1008895,51.5285454
crossing,-0.0913658,51.4942096
crossing,-0.0853704,51.4937118
crossing,-0.0850191,51.4940456
crossing,-0.0848303,51.4946574
crossing,-0.0849339,51.4947661
traffic_signals,-0.0868066,51.5258258
traffic_signals,-0.1878994,51.4754488
crossing,-0.1741808,51.5118023
crossing,-0.11859,51.484749
crossing,-0.1184923,51.4848209
traffic_signals,-0.1264043,51.5009795
crossing,-0.126277,51.5001242
crossing,-0.1445844,51.5170761
crossing,-0.1455583,51.5158896
crossing,-0.0875208,51.5245898
crossing,-0.1900247,51.4777321
crossing,-0.0768742,51.5364909
crossing,-0.0763999,51.4881711
traffic_signals,-0.1308903,51.4892527
crossing,-0.1315107,51.489443
crossing,-0.131642,51.4895392
crossing,-0.1317311,51.4895387
crossing,-0.1859255,51.5021059
crossing,-0.0841542,51.5181775
crossing,-0.1443865,51.4934171
crossing,-0.1044337,51.5315289
crossing,-0.1446646,51.5058149
crossing,-0.1464307,51.5049563
crossing,-0.1463467,51.5048907
crossing,-0.1586628,51.5125083
crossing,-0.1614967,51.5131145
crossing,-0.1602524,51.5132038
crossing,-0.1613726,51.5130097
crossing,-0.0375763,51.5240128
crossing,-0.0420182,51.5224572
crossing,-0.0397315,51.5230568
crossing,-0.1360968,51.503798
traffic_signals,-0.1787936,51.4938325
crossing,-0.1249994,51.5171855
traffic_signals,-0.0727496,51.5112742
crossing,-0.1412376,51.5243167
traffic_signals,-0.1490759,51.5233088
traffic_signals,-0.0886911,51.5174828
traffic_signals,-0.0878245,51.5190503
traffic_signals,-0.1502921,51.5431602
crossing,-0.0646782,51.4833978
crossing,-0.0662289,51.484064
crossing,-0.1234917,51.485901
traffic_signals,-0.1695497,51.5198739
crossing,-0.1417581,51.5395184
traffic_signals,-0.0786007,51.5204304
crossing,-0.1159226,51.5180519
traffic_signals,-0.0936913,51.517454
traffic_signals,-0.1232527,51.4871723
crossing,-0.1262374,51.5206128
crossing,-0.0737753,51.4933351
traffic_signals,-0.1372955,51.5429538
crossing,-0.063942,51.4981697
crossing,-0.0639248,51.4981188
crossing,-0.0602285,51.4986709
traffic_signals,-0.1469901,51.4982824
crossing,-0.1471512,51.4981909
traffic_signals,-0.1003946,51.4933419
crossing,-0.1002462,51.493254
crossing,-0.1005643,51.4931316
crossing,-0.1008199,51.4932092
traffic_signals,-0.0975481,51.5295562
traffic_signals,-0.1141857,51.5315374
crossing,-0.0796724,51.5181875
crossing,-0.1195128,51.5309765
crossing,-0.1293797,51.5137736
crossing,-0.1270533,51.5085773
traffic_signals,-0.1275155,51.5095352
traffic_signals,-0.1272625,51.5091888
crossing,-0.1283857,51.511415
crossing,-0.1283961,51.5111379
crossing,-0.1282621,51.5113692
crossing,-0.1291404,51.5133942
crossing,-0.1293038,51.513121
crossing,-0.1290168,51.5131669
crossing,-0.1286079,51.5156025
crossing,-0.1289822,51.5133601
crossing,-0.1202452,51.5195029
traffic_signals,-0.1213807,51.5188521
crossing,-0.1200655,51.5193843
crossing,-0.1199017,51.5194633
crossing,-0.1201032,51.5194834
crossing,-0.1191159,51.5177728
crossing,-0.1188985,51.5177989
crossing,-0.1215005,51.5104884
traffic_signals,-0.1241422,51.5093037
crossing,-0.1193906,51.511178
crossing,-0.1838857,51.5016997
crossing,-0.1584442,51.5021306
crossing,-0.1689201,51.4936174
crossing,-0.160306,51.5016641
crossing,-0.1583257,51.5022386
traffic_signals,-0.178153,51.4922157
crossing,-0.1783133,51.492208
crossing,-0.1784348,51.4921517
crossing,-0.1859026,51.4905269
crossing,-0.186044,51.4906673
crossing,-0.185887,51.4906552
crossing,-0.1862091,51.4905503
crossing,-0.1743837,51.5017462
crossing,-0.1747991,51.5017163
crossing,-0.1340625,51.5107914
crossing,-0.1329741,51.5113665
traffic_signals,-0.1792707,51.495335
crossing,-0.1800408,51.5014827
crossing,-0.1912188,51.4908628
crossing,-0.191099,51.4908143
traffic_signals,-0.1746558,51.4940208
traffic_signals,-0.0751794,51.5112034
traffic_signals,-0.1267035,51.506062
crossing,-0.1848319,51.4947953
crossing,-0.1208595,51.5189056
crossing,-0.1210673,51.5188395
traffic_signals,-0.1614751,51.5140591
crossing,-0.1580696,51.5245752
traffic_signals,-0.1639685,51.5159558
crossing,-0.0500102,51.4910334
,-0.1302629,51.5158164
crossing,-0.1749181,51.5442542
crossing,-0.162576,51.5212944
crossing,-0.1599871,51.5216202
traffic_signals,-0.1609403,51.5215169
traffic_signals,-0.1612728,51.5214511
