highway,longitude,latitude
traffic_signals,-0.1268946,51.5169129
traffic_signals,-0.1276187,51.5177982
traffic_signals,-0.122169,51.5198922
traffic_signals,-0.124264,51.5299397
traffic_signals,-0.1210887,51.5304193
traffic_signals,-0.1415321,51.5139899
crossing,-0.1338508,51.5009187
traffic_signals,-0.1339739,51.4978454
traffic_signals,-0.129389,51.4969057
traffic_signals,-0.0797899,51.497685
crossing,-0.0176677,51.4813124
crossing,-0.0093825,51.480688
traffic_signals,-0.0081017,51.4811619
traffic_signals,0.0063942,51.536875
crossing,-0.100738,51.4956606
crossing,-0.1007265,51.4935629
crossing,-0.1444388,51.5171027
traffic_signals,-0.1432763,51.5111499
traffic_signals,-0.1444597,51.5123032
traffic_signals,-0.1361711,51.5098718
traffic_signals,-0.1400988,51.5020419
traffic_signals,-0.1408653,51.5001929
crossing,-0.1408288,51.5004242
crossing,-0.1405376,51.5009786
crossing,-0.1419356,51.5022029
traffic_signals,-0.1431237,51.4991261
traffic_signals,-0.1412764,51.4918291
crossing,-0.1078329,51.5175858
traffic_signals,-0.1020692,51.5225292
traffic_signals,-0.0985242,51.5233095
traffic_signals,-0.0803217,51.524348
traffic_signals,-0.0880296,51.5266842
traffic_signals,-0.1041687,51.5351411
traffic_signals,-0.0810866,51.5392554
traffic_signals,-0.0462243,51.5218176
crossing,-0.0884908,51.5059681
traffic_signals,-0.0896201,51.5050866
traffic_signals,-0.1191781,51.5177057
traffic_signals,-0.1138032,51.5182573
crossing,-0.1193746,51.5308379
traffic_signals,0.009378,51.537179
traffic_signals,-0.1418345,51.5427364
traffic_signals,-0.1467529,51.5360908
traffic_signals,-0.1461901,51.5368354
crossing,-0.1507329,51.5459368
crossing,-0.1630905,51.5265645
traffic_signals,-0.1129121,51.5263749
crossing,-0.1525103,51.5030333
traffic_signals,-0.1239796,51.5093363
crossing,-0.1312575,51.5075834
traffic_signals,-0.17343,51.4821517
traffic_signals,-0.1815397,51.4816725
traffic_signals,-0.1613094,51.5017576
traffic_signals,-0.09303,51.5107973
crossing,-0.0997408,51.5056267
crossing,-0.1113433,51.5057204
traffic_signals,-0.1127346,51.5216568
traffic_signals,-0.1297493,51.4991747
traffic_signals,-0.1441251,51.4909854
traffic_signals,-0.2671147,51.4876839
traffic_signals,-0.1544018,51.5103397
crossing,-0.1577911,51.5108762
traffic_signals,-0.130842,51.5273553
crossing,-0.0983065,51.523348
traffic_signals,-0.0876681,51.5192568
crossing,-0.0781798,51.514419
traffic_signals,-0.0835633,51.5163762
crossing,-0.0656604,51.5176847
traffic_signals,-0.0075078,51.5075339
traffic_signals,-0.0079312,51.5071368
traffic_signals,0.0002104,51.5107436
traffic_signals,0.0312476,51.5221181
traffic_signals,0.0951236,51.5250471
traffic_signals,0.1120531,51.5248878
traffic_signals,0.1178108,51.5323448
traffic_signals,0.1419381,51.5907482
traffic_signals,0.1420234,51.5721959
traffic_signals,0.1175588,51.5824436
crossing,-0.0265525,51.5091566
traffic_signals,-0.0391893,51.5117961
traffic_signals,-0.141769,51.5465043
traffic_signals,-0.1426145,51.5389346
traffic_signals,-0.1398645,51.5405083
traffic_signals,-0.1380152,51.5383635
crossing,-0.1366989,51.5368118
crossing,-0.1411003,51.5371711
traffic_signals,-0.1442214,51.540743
traffic_signals,-0.156858,51.5817339
crossing,-0.1406774,51.5508682
traffic_signals,-0.1223253,51.5350028
traffic_signals,-0.1354519,51.5352407
traffic_signals,-0.1781475,51.5257445
traffic_signals,-0.1874926,51.6467689
traffic_signals,-0.1903564,51.6477019
traffic_signals,-0.1907142,51.6478893
traffic_signals,-0.1999084,51.6530159
traffic_signals,-0.1965855,51.6511224
crossing,-0.1410151,51.551505
traffic_signals,-0.1334426,51.5662605
traffic_signals,-0.1739929,51.602619
traffic_signals,-0.0507037,51.6836098
traffic_signals,-0.0485753,51.6826433
traffic_signals,-0.0506325,51.6824739
traffic_signals,-0.1748844,51.6301762
traffic_signals,-0.1747764,51.6298315
traffic_signals,-0.193124,51.6017249
traffic_signals,-0.1979855,51.5971222
traffic_signals,-0.242912,51.6419416
traffic_signals,-0.1750749,51.6074454
traffic_signals,-0.1740888,51.6024908
traffic_signals,-0.1214746,51.6129164
traffic_signals,-0.0867119,51.6159846
traffic_signals,-0.2064572,51.5885433
traffic_signals,-0.2118699,51.5912067
traffic_signals,-0.2116928,51.5912869
traffic_signals,-0.2062217,51.5887844
traffic_signals,-0.1696483,51.6490307
traffic_signals,-0.1611031,51.6441096
traffic_signals,-0.1383,51.6365915
traffic_signals,-0.2018615,51.6561951
traffic_signals,-0.2458441,51.7519037
traffic_signals,-0.2463698,51.7522389
traffic_signals,-0.2461281,51.7526909
traffic_signals,-0.2448112,51.7519453
traffic_signals,-0.2613085,51.5516004
traffic_signals,-0.3240748,51.5336913
traffic_signals,-0.3297932,51.533565
traffic_signals,-0.3299567,51.533563
traffic_signals,-0.3299347,51.5339365
traffic_signals,-0.274032,51.5261071
crossing,-0.262821,51.5222661
crossing,-0.2637678,51.5215693
traffic_signals,-0.2635181,51.5211342
crossing,-0.2625139,51.5194252
traffic_signals,-0.2494073,51.5151467
crossing,-0.2485582,51.5139681
crossing,-0.2458138,51.514028
traffic_signals,-0.2272296,51.5170027
traffic_signals,-0.2077238,51.5142579
traffic_signals,-0.1481041,51.5178611
crossing,-0.1076988,51.5632114
traffic_signals,-0.1911656,51.4907942
crossing,-0.1832617,51.4811917
crossing,-0.1854193,51.4833347
traffic_signals,-0.1730362,51.4858048
traffic_signals,-0.1754433,51.4894836
crossing,-0.1289578,51.5487853
crossing,-0.0769784,51.534529
traffic_signals,-0.108427,51.5268681
traffic_signals,-0.2989367,51.6437706
traffic_signals,-0.1236768,51.5795386
crossing,-0.1239262,51.5784032
traffic_signals,-0.1151081,51.5706292
crossing,-0.1106753,51.5686257
traffic_signals,-0.14382,51.6157396
traffic_signals,-0.2167643,51.5949807
traffic_signals,-0.2166699,51.59513
traffic_signals,-0.149966,51.6065724
traffic_signals,-0.1340599,51.5877182
traffic_signals,-0.1218101,51.6208408
traffic_signals,-0.1038027,51.6235927
traffic_signals,-0.115764,51.6005904
traffic_signals,-0.2360256,51.6304121
traffic_signals,-0.2414937,51.6272859
traffic_signals,-0.2307163,51.5861009
traffic_signals,-0.231087,51.5858658
traffic_signals,-0.2273939,51.5725041
traffic_signals,-0.2301964,51.5720716
traffic_signals,-0.2321155,51.5714073
traffic_signals,-0.3784773,51.5427716
crossing,-0.3803845,51.5415892
crossing,-0.3851092,51.5393563
crossing,-0.3892798,51.5370388
traffic_signals,-0.3902752,51.5363031
traffic_signals,-0.3902198,51.5357934
traffic_signals,-0.3908214,51.5356556
traffic_signals,-0.3913135,51.5360333
traffic_signals,-0.4106456,51.4912077
crossing,-0.4058038,51.472023
traffic_signals,-0.4056896,51.4717682
traffic_signals,-0.4057383,51.4521428
traffic_signals,-0.4111692,51.4441269
traffic_signals,-0.5094447,51.3743845
traffic_signals,-0.0638452,51.2597132
traffic_signals,-0.0628869,51.2584118
traffic_signals,-0.1786787,51.6923732
traffic_signals,-0.4539539,51.4961775
traffic_signals,-0.1386348,51.5290828
traffic_signals,-0.1956837,51.5578261
traffic_signals,-0.1659293,51.6293474
traffic_signals,-0.4489994,51.5483905
traffic_signals,-0.2280572,51.5189481
traffic_signals,-0.2159081,51.5046425
traffic_signals,-0.2174649,51.5046312
crossing,-0.224578,51.5065931
traffic_signals,-0.2119042,51.5055963
traffic_signals,-0.6170801,51.5025042
crossing,0.0102474,51.4928341
traffic_signals,-0.1126637,51.5673387
traffic_signals,-0.1182744,51.563305
traffic_signals,-0.0847073,51.5658621
crossing,-0.0906463,51.5724539
crossing,-0.0907236,51.5725233
crossing,-0.0985877,51.5764404
traffic_signals,-0.1037756,51.5908372
traffic_signals,-0.1081382,51.5893395
traffic_signals,-0.0843469,51.5431277
crossing,-0.0980111,51.5490963
traffic_signals,-0.2575364,51.5921315
traffic_signals,-0.2481743,51.584295
traffic_signals,-0.2270957,51.5827331
traffic_signals,-0.2268511,51.5827335
traffic_signals,-0.2217553,51.5897612
traffic_signals,0.0310105,51.4879811
traffic_signals,-0.2288226,51.5019648
traffic_signals,-0.2345113,51.5064645
traffic_signals,-0.2140138,51.5026542
traffic_signals,-0.2451028,51.5067466
traffic_signals,-0.2568227,51.5065559
crossing,-0.2882759,51.5104124
traffic_signals,-0.2915503,51.511246
traffic_signals,-0.2918996,51.5101512
traffic_signals,-0.3062522,51.5129824
traffic_signals,-0.3194748,51.5109183
traffic_signals,-0.0152765,51.473037
traffic_signals,-0.1007054,51.4503428
traffic_signals,-0.1137042,51.4552079
crossing,-0.1117632,51.461869
traffic_signals,-0.1141896,51.4647238
traffic_signals,-0.1125102,51.4704235
traffic_signals,-0.1268108,51.4687959
traffic_signals,-0.1291217,51.4597463
traffic_signals,-0.1190832,51.4556742
crossing,-0.1134491,51.452372
traffic_signals,-0.1115053,51.4448568
traffic_signals,-0.2920954,51.5242767
traffic_signals,-0.2913273,51.5169991
traffic_signals,-0.2965231,51.5008176
traffic_signals,-0.2997907,51.4996996
traffic_signals,-0.3058062,51.4983273
traffic_signals,-0.1386213,51.5264907
traffic_signals,-0.057058,51.5379547
crossing,-0.1047966,51.5114132
traffic_signals,-0.0223333,51.5335474
crossing,-0.0756463,51.5461709
traffic_signals,-0.0579815,51.5526711
traffic_signals,-0.0553609,51.5561323
traffic_signals,-0.0581142,51.5630133
crossing,-0.0683018,51.5545809
traffic_signals,-0.0558489,51.5581066
crossing,-0.0692541,51.5580651
traffic_signals,0.0231194,51.5802351
crossing,0.0002845,51.5815557
traffic_signals,-0.0405429,51.5872255
traffic_signals,-0.0163594,51.5632206
traffic_signals,-0.3712781,51.6703435
crossing,-0.0739126,51.5607034
crossing,-0.0736617,51.5619376
crossing,-0.0807502,51.579408
traffic_signals,-0.2433081,51.7605748
traffic_signals,-0.1411994,51.5166636
traffic_signals,-0.5880158,51.2494302
traffic_signals,-0.1842797,51.5307009
traffic_signals,-0.1821679,51.5361776
traffic_signals,-0.5771642,51.2369412
traffic_signals,-0.1698347,51.5196787
traffic_signals,-0.1784056,51.525949
crossing,-0.1595169,51.5145425
traffic_signals,-0.1786262,51.5139054
traffic_signals,-0.1642578,51.5160149
traffic_signals,-0.2056606,51.5167726
traffic_signals,-0.1857439,51.5103563
traffic_signals,-0.3139635,51.7381485
traffic_signals,-0.4675125,51.7406329
traffic_signals,-0.4751675,51.7480441
traffic_signals,-0.0652036,51.4922582
crossing,-0.076265,51.4903282
traffic_signals,-0.0753087,51.4913606
crossing,-0.0736365,51.4932213
traffic_signals,-0.0955802,51.4998927
traffic_signals,-0.0969407,51.4991103
traffic_signals,-0.0824799,51.5024053
crossing,-0.0985933,51.5009045
traffic_signals,-0.2046959,51.5346313
traffic_signals,-0.1830468,51.4907604
traffic_signals,-0.178632,51.4938478
traffic_signals,-0.1688762,51.4937031
traffic_signals,-0.1635892,51.4970624
traffic_signals,-0.3666474,51.54901
traffic_signals,-0.3333124,51.5772162
traffic_signals,-0.3406139,51.5816108
traffic_signals,-0.3468275,51.5694555
traffic_signals,-0.3472671,51.5690613
traffic_signals,-0.258135,51.5926111
traffic_signals,-0.2674102,51.6006136
traffic_signals,-0.2064164,51.5668052
crossing,-0.1971897,51.5594296
traffic_signals,0.0149987,51.492833
traffic_signals,-0.4747328,51.3733606
traffic_signals,-0.5005791,51.4372126
crossing,-0.4077602,51.4787409
traffic_signals,-0.4392111,51.4795177
crossing,-0.4224438,51.4666584
traffic_signals,-0.5593903,51.3158364
traffic_signals,-0.1504947,51.4663028
crossing,-0.2559812,51.4360907
crossing,-0.2556575,51.4359313
traffic_signals,-0.2561612,51.4356771
crossing,-0.190838,51.4593202
crossing,-0.1771589,51.4719036
traffic_signals,-0.3015255,51.4171138
traffic_signals,-0.2966647,51.4108607
traffic_signals,-0.3005431,51.410479
traffic_signals,-0.2908754,51.4113612
traffic_signals,-0.3020021,51.4081871
crossing,-0.2018479,51.4774509
traffic_signals,-0.3683184,51.4131461
crossing,-0.3911733,51.4755564
traffic_signals,-0.3469177,51.4817648
crossing,-0.1329738,51.4636131
,-0.1434053,51.4612125
traffic_signals,-0.3120232,51.4888536
crossing,-0.3063484,51.490936
traffic_signals,-0.2926519,51.4914916
crossing,-0.2819435,51.4918915
traffic_signals,-0.3005161,51.4646398
traffic_signals,-0.3221071,51.457253
traffic_signals,-0.3223679,51.4571457
traffic_signals,-0.3223937,51.457506
traffic_signals,-0.3061163,51.4118713
crossing,-0.3050057,51.4127635
crossing,-0.3050781,51.4126108
traffic_signals,-0.3051521,51.4128064
crossing,-0.3007451,51.4133795
traffic_signals,-0.3044067,51.403131
traffic_signals,-0.2892776,51.4096754
traffic_signals,-0.2892334,51.4097721
traffic_signals,-0.2869674,51.4090314
traffic_signals,-0.2854422,51.4084578
traffic_signals,-0.3070745,51.430087
crossing,-0.3058592,51.4600733
traffic_signals,-0.3196215,51.4511455
crossing,-0.3296241,51.4455589
crossing,-0.3112908,51.4130503
traffic_signals,-0.1618545,51.4644895
crossing,-0.3316779,51.4509405
traffic_signals,-0.3298664,51.4492367
traffic_signals,-0.3401696,51.4447127
crossing,-0.2167079,51.461709
crossing,-0.2111811,51.4684307
traffic_signals,-0.2192264,51.483386
crossing,-0.2203832,51.4858939
traffic_signals,-0.2211043,51.4868669
traffic_signals,-0.221707,51.4873465
traffic_signals,-0.2221911,51.4877241
traffic_signals,-0.2439219,51.4651041
traffic_signals,-0.2248092,51.4928054
traffic_signals,-0.1354206,51.4720725
crossing,-0.2548436,51.4651978
crossing,-0.2534683,51.4652257
crossing,-0.3492155,51.4381819
traffic_signals,-0.3781446,51.4653005
traffic_signals,-0.3708853,51.4668339
traffic_signals,-0.36857,51.4673488
traffic_signals,-0.3692043,51.4684977
traffic_signals,-0.3569754,51.4700141
traffic_signals,-0.3550019,51.4705233
traffic_signals,-0.3638557,51.4655381
traffic_signals,-0.349949,51.4717541
traffic_signals,-0.3386318,51.4751231
traffic_signals,-0.3301126,51.4660691
traffic_signals,-0.3315759,51.4605399
traffic_signals,-0.3726121,51.4569588
crossing,-0.3092279,51.4828786
traffic_signals,-0.3063548,51.4834715
traffic_signals,-0.3981824,51.2677936
traffic_signals,-0.3069693,51.3666463
traffic_signals,-0.3108352,51.3919743
traffic_signals,-0.3025812,51.3994344
traffic_signals,-0.2955651,51.3853485
traffic_signals,0.1421567,51.2894852
traffic_signals,-0.1124417,51.4987739
crossing,-0.1114457,51.4964701
crossing,-0.107695,51.4973861
crossing,-0.1035255,51.4977073
crossing,-0.1046376,51.4960794
crossing,-0.1046182,51.5009459
traffic_signals,-0.1094748,51.5023492
traffic_signals,-0.1045359,51.5037006
traffic_signals,-0.0960653,51.5029414
traffic_signals,-0.3114241,51.6176551
crossing,-0.3115216,51.6176225
traffic_signals,-0.1732781,51.5996729
crossing,-0.0904053,51.5577385
,-0.0731077,51.5653926
traffic_signals,-0.0684993,51.5108071
traffic_signals,-0.0706588,51.5139016
traffic_signals,0.0424449,51.457248
traffic_signals,0.0147174,51.4462127
traffic_signals,0.0138253,51.4459623
traffic_signals,-0.0172529,51.4458992
traffic_signals,-0.0180207,51.4438826
traffic_signals,-0.0269766,51.4432262
traffic_signals,-0.0425585,51.442237
traffic_signals,-0.0615169,51.4405278
crossing,-0.0640122,51.4407832
traffic_signals,-0.106252,51.4409975
traffic_signals,-0.1244553,51.4452714
traffic_signals,-0.1318907,51.4478587
traffic_signals,-0.0799342,51.6522997
traffic_signals,-0.1763628,51.5151787
traffic_signals,-0.2148829,51.7674848
traffic_signals,-0.3355537,51.596647
traffic_signals,-0.3350925,51.5956744
traffic_signals,-0.3286607,51.5803396
traffic_signals,-0.339806,51.7508931
traffic_signals,-0.338669,51.7522178
traffic_signals,-0.3292218,51.7504657
traffic_signals,-0.3269172,51.7499295
traffic_signals,-0.3259636,51.7525559
traffic_signals,-0.3234694,51.7514008
traffic_signals,-0.3073976,51.7598513
traffic_signals,-0.0598581,51.6515673
traffic_signals,-0.2656772,51.5841937
traffic_signals,-0.263316,51.5648484
traffic_signals,-0.2686452,51.529741
traffic_signals,-0.300538,51.5397244
traffic_signals,-0.3006681,51.5396608
traffic_signals,-0.3153438,51.5400356
traffic_signals,-0.2238703,51.5645578
crossing,-0.0815886,51.6367521
traffic_signals,-0.2772134,51.5654404
traffic_signals,-0.2727409,51.5654615
traffic_signals,-0.1683855,51.3627583
traffic_signals,-0.1461179,51.3076678
traffic_signals,-0.1189833,51.367716
crossing,-0.118646,51.3684032
traffic_signals,-0.1198853,51.3766722
crossing,-0.1240294,51.4126116
traffic_signals,-0.129518,51.4230466
traffic_signals,-0.1311175,51.4292233
traffic_signals,0.0475699,51.5507114
crossing,0.0675015,51.5575817
traffic_signals,-0.0701031,51.2753461
crossing,-0.4213502,51.3843975
traffic_signals,-0.0801089,51.656797
traffic_signals,-0.017556,51.4331835
traffic_signals,0.0001435,51.4451356
traffic_signals,0.0001934,51.4471772
traffic_signals,-0.0021616,51.4450756
traffic_signals,0.0044587,51.4452452
traffic_signals,0.0146316,51.4463049
traffic_signals,0.0134674,51.4268152
traffic_signals,-0.0039255,51.4243565
traffic_signals,-0.0132809,51.4577219
traffic_signals,-0.0285682,51.4454519
traffic_signals,-0.0280655,51.4697368
traffic_signals,-0.0113369,51.4667879
crossing,-0.0110899,51.4655266
crossing,-0.012949,51.4608187
crossing,-0.0131212,51.460859
traffic_signals,-0.0121183,51.4591437
traffic_signals,-0.4801407,51.3755693
crossing,-0.1359571,51.5439517
traffic_signals,-0.0186527,51.4261179
traffic_signals,-0.0318986,51.4278964
traffic_signals,-0.0374907,51.4287265
traffic_signals,-0.0375512,51.4307205
traffic_signals,-0.0181233,51.4360311
traffic_signals,-0.467899,51.7369662
traffic_signals,-0.4621897,51.7329303
traffic_signals,-0.0131611,51.4285413
crossing,-0.0329475,51.4280901
traffic_signals,-0.4266294,51.4764528
traffic_signals,-0.4222603,51.4668603
crossing,-0.1324102,51.5464735
crossing,-0.0486654,51.2200136
traffic_signals,-0.2431812,51.7608936
traffic_signals,-0.24266,51.7608174
traffic_signals,-0.4976162,51.7422873
traffic_signals,-0.2553144,51.4926928
traffic_signals,-0.3671522,51.4684346
traffic_signals,-0.3627431,51.4672912
traffic_signals,-0.355099,51.4707327
traffic_signals,-0.3873982,51.649685
traffic_signals,-0.3977862,51.6578943
traffic_signals,-0.0104095,51.5570295
traffic_signals,0.0158386,51.5728969
traffic_signals,-0.1385569,51.522201
traffic_signals,-0.2211017,51.5468963
traffic_signals,-0.1125598,51.3347808
traffic_signals,-0.0608246,51.6239488
traffic_signals,-0.3374066,51.5150869
traffic_signals,-0.4505958,51.5054597
traffic_signals,-0.4509668,51.5028254
traffic_signals,-0.3325959,51.750951
traffic_signals,-0.3355517,51.7658818
traffic_signals,-0.1743597,51.6988706
crossing,-0.1784427,51.6928837
traffic_signals,-0.193598,51.6951073
traffic_signals,-0.1052259,51.5299584
traffic_signals,-0.0678681,51.6079648
traffic_signals,-0.0680358,51.5985785
crossing,-0.0695024,51.5939883
crossing,-0.0704205,51.5889883
traffic_signals,-0.2083944,51.5430657
traffic_signals,-0.2335842,51.5324067
traffic_signals,-0.2372862,51.5321407
traffic_signals,-0.2254878,51.5301608
traffic_signals,-0.2175689,51.5321183
traffic_signals,-0.2167615,51.5309921
traffic_signals,-0.2159393,51.5279005
traffic_signals,-0.3339045,51.7489525
traffic_signals,-0.3342032,51.7491128
crossing,-0.1636874,51.4535149
traffic_signals,-0.0498557,51.4974202
traffic_signals,-0.0447018,51.4918096
traffic_signals,-0.0536559,51.4846155
traffic_signals,-0.0844263,51.5051154
crossing,-0.0935881,51.3720092
traffic_signals,-0.3280388,51.7530838
traffic_signals,0.0115274,51.4566072
crossing,0.0272212,51.48738
crossing,0.0240615,51.4899143
crossing,0.02897,51.4899794
crossing,0.0188174,51.4866134
traffic_signals,0.0180868,51.4859106
crossing,-0.1491138,51.4547221
traffic_signals,-0.1487417,51.472026
traffic_signals,-0.2056699,51.2377414
crossing,-0.1680261,51.2414118
crossing,-0.1667896,51.2423022
traffic_signals,-0.3118561,51.548037
traffic_signals,-0.2990463,51.5520199
traffic_signals,-0.1328458,51.6477098
traffic_signals,-0.1241336,51.606767
crossing,-0.1098946,51.5971878
,-0.588588,51.4650612
traffic_signals,-0.565352,51.7606665
traffic_signals,-0.54638,51.241397
traffic_signals,-0.3377387,51.5540471
traffic_signals,-0.3394682,51.5507401
traffic_signals,-0.3423494,51.543731
traffic_signals,-0.3460832,51.5364434
traffic_signals,-0.3468701,51.5365237
traffic_signals,-0.3469714,51.5358609
traffic_signals,-0.3462295,51.5358247
traffic_signals,-0.3131734,51.4882329
traffic_signals,-0.1323773,51.511814
crossing,-0.1214503,51.5104371
crossing,-0.1373585,51.5167429
traffic_signals,-0.1368231,51.515865
traffic_signals,-0.1391714,51.5180469
traffic_signals,-0.2933145,51.553683
crossing,-0.2961245,51.5999362
crossing,-0.132826,51.5191536
traffic_signals,-0.1447691,51.5160336
traffic_signals,0.0341813,51.5097971
traffic_signals,0.030971,51.5023322
traffic_signals,-0.1990215,51.2382356
traffic_signals,-0.4470644,51.4484553
traffic_signals,-0.3004145,51.4004655
crossing,-0.0751157,51.5506168
traffic_signals,-0.0897181,51.5147718
traffic_signals,-0.0921149,51.5150918
crossing,-0.0863106,51.514089
traffic_signals,-0.3019607,51.410656
crossing,-0.3034021,51.4077458
traffic_signals,-0.1157973,51.5294693
traffic_signals,-0.1042835,51.5351888
traffic_signals,-0.4213034,51.4381322
crossing,-0.4126193,51.4644605
traffic_signals,-0.3782344,51.5432517
traffic_signals,-0.3782107,51.5433815
traffic_signals,-0.1239204,51.4826333
traffic_signals,-0.1227191,51.4745791
crossing,-0.1232123,51.4843746
traffic_signals,-0.1333261,51.4591991
crossing,-0.1327595,51.4700953
traffic_signals,-0.0804025,51.5269894
traffic_signals,-0.1497796,51.3594226
traffic_signals,-0.1493229,51.3573208
traffic_signals,-0.0096321,51.5174957
traffic_signals,-0.163428,51.4483223
crossing,-0.1645983,51.4708672
traffic_signals,-0.1653412,51.4721853
traffic_signals,-0.1625715,51.4728015
crossing,-0.1560453,51.474343
traffic_signals,-0.1482618,51.476375
traffic_signals,-0.1332601,51.47361
crossing,-0.1921064,51.3612681
crossing,-0.1917991,51.3604125
traffic_signals,-0.1565777,51.3636418
traffic_signals,-0.1538526,51.3674063
traffic_signals,-0.1459883,51.3941713
traffic_signals,-0.1316767,51.3769738
traffic_signals,-0.1200296,51.3766369
traffic_signals,-0.1189454,51.3744749
traffic_signals,-0.1711466,51.5357685
traffic_signals,-0.1742417,51.5343749
crossing,-0.1232431,51.5207708
traffic_signals,0.0306138,51.5897824
traffic_signals,0.0221847,51.595077
traffic_signals,0.0219482,51.5956431
traffic_signals,0.0647376,51.5723758
traffic_signals,0.0409514,51.5929074
traffic_signals,0.0488908,51.5901579
traffic_signals,-0.1803079,51.5014552
traffic_signals,-0.170226,51.5019045
traffic_signals,-0.1589699,51.4971953
crossing,-0.0657989,51.4871452
traffic_signals,-0.0964989,51.4895778
traffic_signals,-0.0944873,51.4823117
traffic_signals,-0.0938147,51.4851496
traffic_signals,-0.0894365,51.5052133
traffic_signals,-0.0956383,51.504916
traffic_signals,-0.0739552,51.4868805
crossing,-0.0722085,51.4862185
crossing,-0.0630927,51.4826793
traffic_signals,0.0293232,51.5259092
crossing,0.0225716,51.5223888
crossing,0.0020972,51.5820014
traffic_signals,-0.0379296,51.6469691
crossing,-0.0368167,51.5274564
crossing,-0.1669915,51.2398252
traffic_signals,-0.1650295,51.2396688
traffic_signals,-0.0146105,51.3757584
traffic_signals,0.0389604,51.3672636
crossing,0.1132545,51.4069423
traffic_signals,0.1123652,51.3963396
traffic_signals,-0.0220614,51.5339121
traffic_signals,-0.6007332,51.4951009
traffic_signals,-0.1336877,51.5663758
crossing,-0.1242038,51.5299665
traffic_signals,0.0009696,51.6304175
traffic_signals,-0.0128722,51.6360502
traffic_signals,-0.0010165,51.6316145
traffic_signals,-0.227585,51.6852953
traffic_signals,-0.3024571,51.7308369
traffic_signals,-0.3168234,51.7396867
crossing,-0.1609216,51.5122925
crossing,-0.2053042,51.2368143
traffic_signals,-0.0230859,51.5185059
traffic_signals,-0.0324869,51.5324887
traffic_signals,-0.0563961,51.520094
traffic_signals,-0.0137655,51.5293671
crossing,0.0700002,51.5086487
traffic_signals,0.0708171,51.5017147
traffic_signals,-0.2586313,51.3145917
crossing,-0.2668874,51.3319368
traffic_signals,-0.2810777,51.3604108
traffic_signals,-0.3337479,51.2981612
traffic_signals,-0.0108903,51.427246
traffic_signals,-0.0250236,51.4102515
traffic_signals,-0.0251258,51.408802
traffic_signals,-0.0201391,51.4072493
traffic_signals,0.0013381,51.4062578
traffic_signals,0.0021162,51.4062484
traffic_signals,0.0116395,51.4073347
traffic_signals,0.0108303,51.4087066
crossing,-0.0216203,51.3772128
traffic_signals,-0.0145708,51.3797494
traffic_signals,0.0026734,51.3881174
traffic_signals,0.0000916,51.3920088
traffic_signals,-0.0479097,51.39843
traffic_signals,-0.0746232,51.3994935
traffic_signals,-0.3287621,51.2942537
traffic_signals,-0.3259833,51.2958034
crossing,-0.3275881,51.2945522
traffic_signals,-0.0808972,51.3751236
